BonusID,EmployeeID,BonusAmount,BonusDate,BonusDescription
535,535,1881.76,2023-09-02,Sales target achievement bonus.
536,536,1325.51,2024-02-27,Employee of the month bonus.
537,537,1404.36,2023-06-16,Sales target achievement bonus.
538,538,1515.34,2023-11-23,Sales target achievement bonus.
539,539,1111.19,2024-04-15,Holiday bonus.
540,540,771.51,2023-12-01,Holiday bonus.
541,541,1752.27,2023-06-23,Holiday bonus.
542,542,1973.47,2024-03-25,Sales target achievement bonus.
543,543,1655.33,2024-03-17,Employee of the month bonus.
544,544,518.22,2024-04-18,Project completion bonus.
545,545,1469.38,2024-05-08,Year-end performance bonus.
546,546,761.6,2023-08-18,Holiday bonus.
547,547,1711.86,2024-01-29,Holiday bonus.
548,548,811.41,2023-07-20,Holiday bonus.
549,549,1896.2,2023-09-17,Employee of the month bonus.
550,550,978.78,2024-02-13,Employee of the month bonus.
551,551,1271.01,2023-07-20,Holiday bonus.
552,552,1999.99,2024-04-18,Holiday bonus.
553,553,1936.19,2024-04-13,Year-end performance bonus.
554,554,511.37,2024-01-20,Project completion bonus.
555,555,1533.01,2024-02-18,Year-end performance bonus.
556,556,1265.96,2023-12-31,Project completion bonus.
557,557,1785.76,2024-05-02,Employee of the month bonus.
558,558,1799.23,2023-11-28,Holiday bonus.
559,559,1818.5,2023-06-05,Sales target achievement bonus.
560,560,1094.43,2024-03-27,Year-end performance bonus.
561,561,504.87,2024-02-16,Project completion bonus.
562,562,1044.95,2023-11-18,Holiday bonus.
563,563,683.0,2024-02-28,Sales target achievement bonus.
564,564,889.88,2024-04-05,Employee of the month bonus.
565,565,1100.52,2023-10-31,Employee of the month bonus.
566,566,1714.9,2024-01-27,Sales target achievement bonus.
567,567,1537.28,2023-08-18,Year-end performance bonus.
568,568,1298.97,2024-02-29,Sales target achievement bonus.
569,569,1003.46,2023-06-09,Employee of the month bonus.
570,570,1275.13,2023-11-09,Sales target achievement bonus.
571,571,601.78,2024-02-04,Project completion bonus.
572,572,1827.49,2024-01-31,Sales target achievement bonus.
573,573,779.78,2023-05-26,Year-end performance bonus.
574,574,1652.0,2023-12-09,Project completion bonus.
575,575,1698.7,2023-10-28,Sales target achievement bonus.
576,576,831.56,2024-02-08,Sales target achievement bonus.
577,577,796.76,2024-04-15,Holiday bonus.
578,578,1495.83,2024-01-05,Year-end performance bonus.
579,579,1768.9,2023-08-13,Project completion bonus.
580,580,1431.23,2024-02-06,Sales target achievement bonus.
581,581,674.94,2023-12-31,Project completion bonus.
582,582,1381.81,2024-02-13,Sales target achievement bonus.
583,583,938.75,2024-01-30,Project completion bonus.
584,584,728.9,2024-05-10,Sales target achievement bonus.
585,585,1554.13,2023-08-03,Project completion bonus.
586,586,1137.72,2023-10-13,Holiday bonus.
587,587,1821.3,2024-02-28,Holiday bonus.
588,588,988.83,2024-04-12,Employee of the month bonus.
589,589,1149.46,2024-05-06,Employee of the month bonus.
590,590,1501.51,2023-11-08,Project completion bonus.
591,591,1976.68,2024-02-19,Employee of the month bonus.
592,592,556.32,2023-10-14,Sales target achievement bonus.
593,593,1914.28,2023-09-01,Sales target achievement bonus.
594,594,551.85,2024-02-23,Sales target achievement bonus.
595,595,755.55,2023-08-01,Year-end performance bonus.
596,596,1730.06,2023-07-03,Project completion bonus.
597,597,1289.41,2023-11-16,Sales target achievement bonus.
598,598,1181.17,2024-04-02,Holiday bonus.
599,599,828.25,2023-07-22,Project completion bonus.
600,600,1614.36,2024-04-20,Project completion bonus.
601,601,1356.02,2023-09-21,Project completion bonus.
602,602,1184.62,2023-06-04,Employee of the month bonus.
603,603,1572.18,2023-08-08,Project completion bonus.
604,604,1998.35,2023-10-06,Employee of the month bonus.
605,605,1672.4,2024-01-12,Project completion bonus.
606,606,1561.03,2024-04-27,Project completion bonus.
607,607,1138.35,2023-10-20,Year-end performance bonus.
608,608,1474.91,2023-07-30,Sales target achievement bonus.
609,609,1261.17,2024-05-04,Project completion bonus.
610,610,1484.07,2023-11-23,Year-end performance bonus.
611,611,1633.48,2023-12-01,Employee of the month bonus.
612,612,1862.45,2023-06-21,Year-end performance bonus.
613,613,1649.14,2023-11-28,Employee of the month bonus.
614,614,514.65,2024-03-22,Sales target achievement bonus.
615,615,1264.0,2024-04-04,Project completion bonus.
616,616,1813.38,2023-11-05,Holiday bonus.
617,617,1583.13,2023-07-07,Holiday bonus.
618,618,1388.86,2023-11-21,Project completion bonus.
619,619,713.91,2023-06-24,Sales target achievement bonus.
620,620,1165.97,2023-06-24,Project completion bonus.
621,621,1429.13,2023-09-29,Employee of the month bonus.
622,622,1142.98,2024-03-13,Employee of the month bonus.
623,623,1538.94,2023-11-12,Holiday bonus.
624,624,1047.49,2024-02-19,Employee of the month bonus.
625,625,1639.59,2023-08-30,Employee of the month bonus.
626,626,645.08,2023-06-14,Project completion bonus.
627,627,896.39,2023-12-13,Holiday bonus.
628,628,1473.15,2023-09-20,Employee of the month bonus.
629,629,1634.84,2023-08-13,Project completion bonus.
630,630,1568.81,2024-04-01,Holiday bonus.
631,631,1274.98,2023-11-11,Holiday bonus.
632,632,1529.92,2023-12-03,Sales target achievement bonus.
633,633,1551.4,2023-10-18,Year-end performance bonus.
634,634,1616.72,2023-07-19,Sales target achievement bonus.
635,635,1145.15,2023-10-31,Year-end performance bonus.
636,636,1730.36,2023-07-02,Holiday bonus.
637,637,1706.29,2023-09-26,Project completion bonus.
638,638,628.09,2023-07-26,Employee of the month bonus.
639,639,1327.43,2023-12-09,Year-end performance bonus.
640,640,1172.21,2023-10-19,Employee of the month bonus.
641,641,1655.6,2024-03-20,Project completion bonus.
642,642,1731.08,2024-04-20,Year-end performance bonus.
643,643,570.94,2023-10-21,Sales target achievement bonus.
644,644,1445.69,2023-05-29,Sales target achievement bonus.
645,645,726.04,2023-06-25,Holiday bonus.
646,646,1812.98,2023-12-27,Sales target achievement bonus.
647,647,552.4,2023-08-01,Holiday bonus.
648,648,1729.17,2023-07-23,Project completion bonus.
649,649,1864.87,2023-06-01,Year-end performance bonus.
650,650,640.06,2023-11-23,Holiday bonus.
651,651,929.68,2024-03-12,Project completion bonus.
652,652,1308.76,2023-10-19,Year-end performance bonus.
653,653,1528.01,2023-06-28,Year-end performance bonus.
654,654,1058.96,2023-11-22,Year-end performance bonus.
655,655,951.65,2024-04-19,Employee of the month bonus.
656,656,1441.5,2023-09-14,Sales target achievement bonus.
657,657,1176.62,2023-12-07,Year-end performance bonus.
658,658,1182.09,2024-03-20,Project completion bonus.
659,659,788.09,2023-10-21,Employee of the month bonus.
660,660,890.06,2023-08-24,Sales target achievement bonus.
661,661,1772.6,2023-09-19,Project completion bonus.
662,662,1713.26,2023-08-06,Project completion bonus.
663,663,1560.95,2023-10-24,Project completion bonus.
664,664,1947.37,2023-08-31,Year-end performance bonus.
665,665,1372.0,2023-12-30,Year-end performance bonus.
666,666,1454.54,2023-09-12,Project completion bonus.
667,667,1302.5,2023-06-07,Project completion bonus.
668,668,1000.2,2024-04-06,Project completion bonus.
669,669,1801.15,2023-06-10,Holiday bonus.
670,670,545.83,2024-04-22,Project completion bonus.
671,671,643.2,2024-02-26,Year-end performance bonus.
672,672,1070.95,2023-10-24,Year-end performance bonus.
673,673,887.61,2023-11-29,Sales target achievement bonus.
674,674,1161.38,2023-08-12,Holiday bonus.
675,675,578.46,2023-06-01,Holiday bonus.
676,676,953.91,2024-01-26,Holiday bonus.
677,677,770.47,2024-04-01,Employee of the month bonus.
678,678,1312.61,2023-09-30,Project completion bonus.
679,679,1249.18,2024-04-07,Employee of the month bonus.
680,680,1826.16,2023-09-02,Holiday bonus.
681,681,655.28,2024-03-03,Holiday bonus.
682,682,1637.6,2023-05-30,Sales target achievement bonus.
683,683,1469.09,2024-04-18,Project completion bonus.
684,684,921.16,2024-01-19,Project completion bonus.
685,685,909.03,2024-02-02,Holiday bonus.
686,686,1055.38,2024-04-29,Project completion bonus.
687,687,1208.84,2023-09-06,Employee of the month bonus.
688,688,1877.85,2024-01-08,Holiday bonus.
689,689,1809.63,2024-04-01,Sales target achievement bonus.
690,690,1342.48,2024-01-02,Project completion bonus.
691,691,1553.53,2023-08-28,Sales target achievement bonus.
692,692,527.09,2024-02-27,Year-end performance bonus.
693,693,1954.6,2023-12-15,Sales target achievement bonus.
694,694,1273.35,2023-07-26,Year-end performance bonus.
695,695,1107.28,2023-09-30,Employee of the month bonus.
696,696,512.5,2023-12-08,Year-end performance bonus.
697,697,1873.7,2023-06-25,Project completion bonus.
698,698,798.45,2024-01-03,Year-end performance bonus.
699,699,1355.08,2024-04-20,Sales target achievement bonus.
700,700,989.84,2024-01-19,Employee of the month bonus.
701,701,1655.88,2023-10-27,Project completion bonus.
702,702,1036.55,2023-12-01,Project completion bonus.
703,703,1871.76,2023-12-24,Holiday bonus.
704,704,1411.76,2023-11-07,Project completion bonus.
705,705,1648.9,2024-04-09,Holiday bonus.
706,706,1111.15,2023-08-10,Sales target achievement bonus.
707,707,1108.99,2023-07-19,Employee of the month bonus.
708,708,1779.07,2024-01-10,Employee of the month bonus.
709,709,1535.91,2023-12-14,Project completion bonus.
710,710,953.88,2024-04-29,Employee of the month bonus.
711,711,682.63,2024-05-21,Sales target achievement bonus.
712,712,1288.01,2024-01-01,Employee of the month bonus.
713,713,858.04,2023-11-18,Holiday bonus.
714,714,1032.21,2024-01-20,Sales target achievement bonus.
715,715,1786.46,2024-03-02,Project completion bonus.
716,716,550.94,2023-12-18,Year-end performance bonus.
717,717,502.85,2023-06-18,Sales target achievement bonus.
718,718,1412.46,2023-12-27,Sales target achievement bonus.
719,719,831.43,2023-10-12,Year-end performance bonus.
720,720,1432.34,2023-12-20,Year-end performance bonus.
721,721,1512.35,2024-01-14,Holiday bonus.
722,722,1156.19,2023-09-06,Project completion bonus.
723,723,1079.71,2023-10-30,Holiday bonus.
724,724,1547.46,2023-10-27,Year-end performance bonus.
725,725,605.52,2024-02-28,Holiday bonus.
726,726,1236.95,2024-04-19,Holiday bonus.
727,727,1534.32,2023-10-27,Project completion bonus.
728,728,1333.87,2023-06-29,Employee of the month bonus.
729,729,1888.49,2024-02-08,Employee of the month bonus.
730,730,1900.44,2023-12-28,Project completion bonus.
731,731,1239.01,2023-12-10,Holiday bonus.
732,732,1366.28,2024-01-08,Sales target achievement bonus.
733,733,693.57,2023-06-28,Holiday bonus.
734,734,1778.96,2023-10-30,Employee of the month bonus.
735,735,992.74,2023-12-28,Holiday bonus.
736,736,1232.97,2024-04-16,Holiday bonus.
737,737,1480.22,2023-08-09,Year-end performance bonus.
738,738,528.16,2023-12-05,Year-end performance bonus.
739,739,1398.85,2023-08-05,Sales target achievement bonus.
740,740,1817.74,2024-04-05,Sales target achievement bonus.
741,741,1358.3,2023-06-27,Project completion bonus.
742,742,927.38,2024-03-08,Employee of the month bonus.
743,743,715.8,2024-05-01,Year-end performance bonus.
744,744,932.35,2023-06-22,Holiday bonus.
745,745,543.02,2023-07-21,Project completion bonus.
746,746,603.51,2024-04-25,Sales target achievement bonus.
747,747,1906.66,2024-02-26,Project completion bonus.
748,748,1026.46,2023-08-29,Employee of the month bonus.
749,749,1610.05,2023-12-29,Sales target achievement bonus.
750,750,1569.6,2023-06-03,Sales target achievement bonus.
751,751,1949.77,2023-12-16,Sales target achievement bonus.
752,752,782.72,2023-06-19,Holiday bonus.
753,753,1732.18,2023-07-29,Employee of the month bonus.
754,754,579.08,2024-03-07,Employee of the month bonus.
755,755,1709.29,2023-09-05,Employee of the month bonus.
756,756,987.09,2023-10-01,Year-end performance bonus.
757,757,1579.34,2023-09-17,Year-end performance bonus.
758,758,1589.5,2023-05-30,Year-end performance bonus.
759,759,1700.84,2023-11-28,Sales target achievement bonus.
760,760,966.17,2024-02-12,Sales target achievement bonus.
761,761,1131.35,2024-02-19,Year-end performance bonus.
762,762,884.88,2024-02-09,Year-end performance bonus.
763,763,615.54,2023-12-10,Employee of the month bonus.
764,764,1356.62,2023-07-29,Year-end performance bonus.
765,765,1184.6,2024-05-21,Sales target achievement bonus.
766,766,1541.07,2023-08-12,Year-end performance bonus.
767,767,1212.41,2024-03-30,Employee of the month bonus.
768,768,1145.2,2023-08-08,Sales target achievement bonus.
769,769,1872.6,2023-12-11,Project completion bonus.
770,770,1012.12,2024-01-12,Project completion bonus.
771,771,1439.12,2023-07-19,Holiday bonus.
772,772,1424.42,2023-07-03,Project completion bonus.
773,773,522.13,2024-04-08,Year-end performance bonus.
774,774,947.63,2024-05-11,Sales target achievement bonus.
775,775,690.67,2023-09-03,Project completion bonus.
776,776,1107.98,2024-01-02,Project completion bonus.
777,777,1765.88,2024-04-11,Sales target achievement bonus.
778,778,1816.91,2024-01-31,Holiday bonus.
779,779,1451.6,2023-07-22,Project completion bonus.
780,780,1755.85,2023-06-29,Year-end performance bonus.
781,781,1460.15,2023-07-02,Project completion bonus.
782,782,1957.3,2023-11-13,Employee of the month bonus.
783,783,1200.8,2024-05-20,Project completion bonus.
784,784,1415.17,2023-08-18,Project completion bonus.
785,785,1459.06,2023-07-06,Employee of the month bonus.
786,786,1457.49,2023-10-11,Project completion bonus.
787,787,1433.37,2024-01-28,Employee of the month bonus.
788,788,1608.41,2023-12-17,Sales target achievement bonus.
789,789,1738.07,2023-09-15,Project completion bonus.
790,790,812.85,2024-03-17,Holiday bonus.
791,791,1021.97,2024-04-15,Employee of the month bonus.
792,792,598.09,2023-09-07,Holiday bonus.
793,793,1633.46,2024-05-07,Sales target achievement bonus.
794,794,1022.72,2023-11-28,Sales target achievement bonus.
795,795,1968.15,2024-02-20,Year-end performance bonus.
796,796,1395.51,2024-03-04,Sales target achievement bonus.
797,797,1388.09,2023-07-15,Employee of the month bonus.
798,798,1813.45,2024-03-19,Year-end performance bonus.
799,799,1534.94,2023-07-05,Sales target achievement bonus.
800,800,1969.11,2023-10-03,Holiday bonus.
801,801,570.95,2023-06-02,Year-end performance bonus.
802,802,1470.26,2023-10-06,Project completion bonus.
803,803,1901.24,2024-04-19,Sales target achievement bonus.
804,804,1015.54,2024-04-29,Year-end performance bonus.
805,805,1213.78,2023-09-07,Holiday bonus.
806,806,1256.35,2023-11-06,Employee of the month bonus.
807,807,1440.55,2024-03-31,Year-end performance bonus.
808,808,1792.77,2023-09-11,Holiday bonus.
809,809,1299.74,2024-01-20,Project completion bonus.
810,810,1580.86,2024-02-03,Sales target achievement bonus.
811,811,1523.76,2023-10-05,Year-end performance bonus.
812,812,523.65,2024-02-22,Project completion bonus.
813,813,1263.99,2023-09-12,Holiday bonus.
814,814,753.05,2023-08-26,Employee of the month bonus.
815,815,738.19,2024-05-17,Holiday bonus.
816,816,1981.18,2023-06-19,Sales target achievement bonus.
817,817,533.88,2023-08-04,Project completion bonus.
818,818,837.84,2024-03-22,Employee of the month bonus.
819,819,1673.04,2024-03-25,Employee of the month bonus.
820,820,1454.53,2024-03-02,Holiday bonus.
821,821,952.29,2023-10-24,Year-end performance bonus.
822,822,1746.87,2024-04-30,Holiday bonus.
823,823,526.3,2024-05-17,Employee of the month bonus.
824,824,1615.46,2024-04-26,Employee of the month bonus.
825,825,1405.91,2024-05-12,Project completion bonus.
826,826,940.12,2024-03-17,Sales target achievement bonus.
827,827,1702.05,2023-06-16,Sales target achievement bonus.
828,828,1972.2,2024-02-20,Employee of the month bonus.
829,829,1166.7,2024-05-22,Year-end performance bonus.
830,830,1058.39,2023-11-07,Sales target achievement bonus.
831,831,1367.62,2023-12-12,Project completion bonus.
832,832,1420.08,2024-05-22,Project completion bonus.
833,833,623.92,2023-07-06,Year-end performance bonus.
834,834,872.29,2024-01-03,Employee of the month bonus.
835,835,958.58,2023-09-29,Year-end performance bonus.
836,836,1613.23,2023-10-15,Year-end performance bonus.
837,837,507.46,2023-12-25,Project completion bonus.
838,838,1542.17,2024-01-01,Employee of the month bonus.
839,839,1682.38,2024-02-21,Year-end performance bonus.
840,840,1099.96,2023-08-24,Holiday bonus.
841,841,1649.61,2023-07-20,Sales target achievement bonus.
842,842,1698.41,2023-09-23,Employee of the month bonus.
843,843,947.27,2024-05-15,Employee of the month bonus.
844,844,1632.15,2024-03-08,Sales target achievement bonus.
845,845,1527.33,2023-07-04,Employee of the month bonus.
846,846,800.32,2024-02-28,Employee of the month bonus.
847,847,1923.82,2024-02-01,Project completion bonus.
848,848,576.74,2023-08-15,Year-end performance bonus.
849,849,1867.86,2023-08-05,Holiday bonus.
850,850,1110.79,2024-03-12,Holiday bonus.
851,851,1822.34,2023-10-01,Holiday bonus.
852,852,1777.88,2023-09-14,Sales target achievement bonus.
853,853,1692.18,2024-05-07,Holiday bonus.
854,854,1176.53,2023-07-09,Year-end performance bonus.
855,855,1670.58,2024-03-19,Employee of the month bonus.
856,856,629.69,2024-02-07,Year-end performance bonus.
857,857,917.21,2024-01-29,Project completion bonus.
858,858,770.92,2023-11-04,Holiday bonus.
859,859,947.26,2023-10-31,Year-end performance bonus.
