GoalID,EmployeeID,GoalDescription,StartDate,EndDate,Status,Progress
290,290,Complete the new feature development by the end of Q2.,2023-08-31,2023-12-01,Completed,67.44
291,291,Increase customer satisfaction score by 10% within the next 6 months.,2024-05-11,2024-07-31,Completed,21.83
292,292,Complete the new feature development by the end of Q2.,2024-01-14,2024-06-03,On Hold,16.99
293,293,Develop a new training program for new hires within the next quarter.,2024-01-28,2024-04-27,In Progress,62.23
294,294,Complete the new feature development by the end of Q2.,2024-01-01,2024-04-05,On Hold,13.52
295,295,Achieve a 20% increase in sales in the next quarter.,2023-12-23,2024-02-23,Not Started,96.42
296,296,Develop a new training program for new hires within the next quarter.,2023-09-06,2023-10-17,On Hold,56.74
297,297,Complete the new feature development by the end of Q2.,2024-02-08,2024-05-29,On Hold,43.28
298,298,Achieve a 20% increase in sales in the next quarter.,2023-06-25,2023-12-10,On Hold,97.26
299,299,Achieve a 20% increase in sales in the next quarter.,2023-09-24,2024-02-25,Not Started,9.91
300,300,Achieve a 20% increase in sales in the next quarter.,2023-12-17,2024-03-07,Not Started,46.52
301,301,Increase customer satisfaction score by 10% within the next 6 months.,2023-12-28,2023-12-31,On Hold,29.71
302,302,Complete the new feature development by the end of Q2.,2023-12-03,2024-04-20,Completed,6.06
303,303,Reduce the error rate in data processing by 5% by the end of the year.,2023-07-16,2023-10-19,On Hold,59.35
304,304,Reduce the error rate in data processing by 5% by the end of the year.,2023-12-14,2024-01-21,Not Started,74.8
305,305,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-01,2024-05-18,On Hold,21.45
306,306,Develop a new training program for new hires within the next quarter.,2023-07-22,2023-10-07,Not Started,21.04
307,307,Reduce the error rate in data processing by 5% by the end of the year.,2023-10-28,2024-03-25,Completed,16.58
308,308,Achieve a 20% increase in sales in the next quarter.,2024-03-02,2024-08-10,In Progress,51.43
309,309,Reduce the error rate in data processing by 5% by the end of the year.,2023-12-08,2024-01-16,Not Started,54.18
310,310,Develop a new training program for new hires within the next quarter.,2023-11-29,2024-04-24,Not Started,15.13
311,311,Achieve a 20% increase in sales in the next quarter.,2024-04-27,2024-08-02,Completed,66.39
312,312,Achieve a 20% increase in sales in the next quarter.,2023-09-09,2023-11-22,In Progress,21.54
313,313,Develop a new training program for new hires within the next quarter.,2023-12-04,2024-02-05,Not Started,46.64
314,314,Reduce the error rate in data processing by 5% by the end of the year.,2024-03-25,2024-06-08,In Progress,67.64
315,315,Increase customer satisfaction score by 10% within the next 6 months.,2024-03-06,2024-08-02,On Hold,10.59
316,316,Develop a new training program for new hires within the next quarter.,2023-06-17,2023-11-03,Not Started,98.85
317,317,Complete the new feature development by the end of Q2.,2023-12-15,2024-04-09,Not Started,10.88
318,318,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-19,2024-02-08,On Hold,7.99
319,319,Increase customer satisfaction score by 10% within the next 6 months.,2024-05-22,2024-07-16,Completed,53.69
320,320,Increase customer satisfaction score by 10% within the next 6 months.,2023-12-25,2024-01-14,Completed,73.5
321,321,Achieve a 20% increase in sales in the next quarter.,2023-06-08,2023-08-24,Completed,58.61
322,322,Increase customer satisfaction score by 10% within the next 6 months.,2023-07-29,2023-09-11,On Hold,37.81
323,323,Increase customer satisfaction score by 10% within the next 6 months.,2023-12-24,2024-05-04,Not Started,22.67
324,324,Achieve a 20% increase in sales in the next quarter.,2024-04-01,2024-05-09,Not Started,27.47
325,325,Develop a new training program for new hires within the next quarter.,2024-04-09,2024-10-02,In Progress,87.55
326,326,Achieve a 20% increase in sales in the next quarter.,2024-01-09,2024-07-06,Completed,34.46
327,327,Achieve a 20% increase in sales in the next quarter.,2024-02-13,2024-05-23,Completed,94.34
328,328,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-07,2024-02-09,In Progress,11.83
329,329,Complete the new feature development by the end of Q2.,2023-08-21,2023-10-12,Completed,32.6
330,330,Achieve a 20% increase in sales in the next quarter.,2023-09-12,2024-02-21,In Progress,82.46
331,331,Achieve a 20% increase in sales in the next quarter.,2024-02-20,2024-05-09,In Progress,92.33
332,332,Increase customer satisfaction score by 10% within the next 6 months.,2024-03-26,2024-05-19,Not Started,48.45
333,333,Achieve a 20% increase in sales in the next quarter.,2023-09-19,2023-11-25,Completed,35.69
334,334,Increase customer satisfaction score by 10% within the next 6 months.,2023-10-14,2024-01-09,On Hold,86.14
335,335,Increase customer satisfaction score by 10% within the next 6 months.,2024-04-17,2024-05-01,Completed,88.73
336,336,Achieve a 20% increase in sales in the next quarter.,2024-01-22,2024-02-13,Not Started,64.72
337,337,Develop a new training program for new hires within the next quarter.,2023-06-09,2023-11-20,On Hold,79.71
338,338,Increase customer satisfaction score by 10% within the next 6 months.,2023-08-03,2024-01-27,Completed,5.82
339,339,Complete the new feature development by the end of Q2.,2023-09-08,2023-09-17,Not Started,89.49
340,340,Reduce the error rate in data processing by 5% by the end of the year.,2024-04-22,2024-07-10,Completed,36.51
341,341,Develop a new training program for new hires within the next quarter.,2023-10-21,2024-01-15,Not Started,5.52
342,342,Develop a new training program for new hires within the next quarter.,2023-10-27,2024-01-08,In Progress,49.24
343,343,Develop a new training program for new hires within the next quarter.,2023-09-06,2024-01-24,Not Started,16.84
344,344,Achieve a 20% increase in sales in the next quarter.,2023-11-06,2024-02-14,Not Started,6.28
345,345,Develop a new training program for new hires within the next quarter.,2023-10-27,2024-02-14,In Progress,49.16
346,346,Achieve a 20% increase in sales in the next quarter.,2024-03-19,2024-04-29,Not Started,61.31
347,347,Complete the new feature development by the end of Q2.,2024-04-07,2024-04-13,In Progress,13.69
348,348,Achieve a 20% increase in sales in the next quarter.,2023-08-12,2023-09-21,On Hold,18.53
349,349,Develop a new training program for new hires within the next quarter.,2024-03-31,2024-07-04,In Progress,57.64
350,350,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-14,2024-02-29,Completed,31.21
351,351,Develop a new training program for new hires within the next quarter.,2023-11-22,2024-03-13,Not Started,68.77
352,352,Achieve a 20% increase in sales in the next quarter.,2024-03-17,2024-06-24,Not Started,2.02
353,353,Increase customer satisfaction score by 10% within the next 6 months.,2024-04-25,2024-06-20,In Progress,41.32
354,354,Achieve a 20% increase in sales in the next quarter.,2024-03-17,2024-06-14,On Hold,35.07
355,355,Achieve a 20% increase in sales in the next quarter.,2023-08-05,2023-11-13,On Hold,37.43
356,356,Achieve a 20% increase in sales in the next quarter.,2023-05-29,2023-08-19,Not Started,75.06
357,357,Reduce the error rate in data processing by 5% by the end of the year.,2024-02-23,2024-04-13,Not Started,67.71
358,358,Complete the new feature development by the end of Q2.,2023-07-19,2023-08-29,On Hold,45.64
359,359,Develop a new training program for new hires within the next quarter.,2024-02-17,2024-03-05,On Hold,85.38
360,360,Develop a new training program for new hires within the next quarter.,2023-10-05,2023-11-11,In Progress,6.12
361,361,Increase customer satisfaction score by 10% within the next 6 months.,2023-08-18,2024-01-19,On Hold,5.06
362,362,Reduce the error rate in data processing by 5% by the end of the year.,2023-09-28,2023-10-09,Not Started,49.08
363,363,Increase customer satisfaction score by 10% within the next 6 months.,2024-01-01,2024-02-11,On Hold,49.61
364,364,Complete the new feature development by the end of Q2.,2023-12-29,2023-12-30,Not Started,10.77
365,365,Increase customer satisfaction score by 10% within the next 6 months.,2023-08-15,2023-12-23,In Progress,84.66
366,366,Increase customer satisfaction score by 10% within the next 6 months.,2023-12-22,2024-05-11,Completed,46.1
367,367,Reduce the error rate in data processing by 5% by the end of the year.,2023-11-19,2024-03-17,On Hold,13.74
368,368,Reduce the error rate in data processing by 5% by the end of the year.,2023-11-17,2024-04-26,Not Started,90.17
369,369,Develop a new training program for new hires within the next quarter.,2023-09-17,2023-09-17,Completed,72.24
370,370,Complete the new feature development by the end of Q2.,2023-07-24,2023-10-19,In Progress,39.03
371,371,Reduce the error rate in data processing by 5% by the end of the year.,2023-11-02,2023-11-30,Not Started,53.9
372,372,Reduce the error rate in data processing by 5% by the end of the year.,2023-12-12,2023-12-23,Completed,4.58
373,373,Increase customer satisfaction score by 10% within the next 6 months.,2024-03-27,2024-09-05,In Progress,49.29
374,374,Increase customer satisfaction score by 10% within the next 6 months.,2023-06-29,2023-11-21,Completed,86.29
375,375,Reduce the error rate in data processing by 5% by the end of the year.,2023-05-25,2023-07-07,Not Started,74.77
376,376,Increase customer satisfaction score by 10% within the next 6 months.,2023-11-25,2024-05-15,Completed,22.6
377,377,Increase customer satisfaction score by 10% within the next 6 months.,2023-12-24,2024-04-05,Not Started,39.6
378,378,Develop a new training program for new hires within the next quarter.,2023-10-24,2023-12-28,In Progress,48.24
379,379,Reduce the error rate in data processing by 5% by the end of the year.,2023-07-04,2023-09-24,In Progress,6.18
380,380,Complete the new feature development by the end of Q2.,2024-02-13,2024-07-06,In Progress,94.29
381,381,Reduce the error rate in data processing by 5% by the end of the year.,2024-05-19,2024-08-23,In Progress,16.2
382,382,Increase customer satisfaction score by 10% within the next 6 months.,2024-03-03,2024-03-17,Not Started,46.9
383,383,Complete the new feature development by the end of Q2.,2023-08-05,2024-01-01,In Progress,53.54
384,384,Achieve a 20% increase in sales in the next quarter.,2024-03-16,2024-04-10,Not Started,54.09
385,385,Develop a new training program for new hires within the next quarter.,2023-08-19,2024-02-11,In Progress,50.76
386,386,Complete the new feature development by the end of Q2.,2023-10-29,2024-03-31,On Hold,44.82
387,387,Complete the new feature development by the end of Q2.,2023-10-16,2024-04-03,In Progress,55.64
388,388,Develop a new training program for new hires within the next quarter.,2024-03-25,2024-04-15,Not Started,75.37
389,389,Reduce the error rate in data processing by 5% by the end of the year.,2023-09-19,2023-11-08,On Hold,59.8
390,390,Develop a new training program for new hires within the next quarter.,2023-07-09,2023-11-01,Not Started,37.13
391,391,Increase customer satisfaction score by 10% within the next 6 months.,2024-02-15,2024-07-23,In Progress,6.64
392,392,Complete the new feature development by the end of Q2.,2024-02-29,2024-08-02,On Hold,45.72
393,393,Achieve a 20% increase in sales in the next quarter.,2023-10-16,2024-01-11,On Hold,6.42
394,394,Complete the new feature development by the end of Q2.,2023-07-27,2023-12-05,Completed,97.01
395,395,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-16,2024-02-08,Completed,30.7
396,396,Complete the new feature development by the end of Q2.,2024-02-29,2024-04-15,Completed,56.48
397,397,Achieve a 20% increase in sales in the next quarter.,2023-11-09,2024-03-29,In Progress,86.79
398,398,Achieve a 20% increase in sales in the next quarter.,2023-12-02,2024-01-28,Not Started,33.0
399,399,Reduce the error rate in data processing by 5% by the end of the year.,2023-12-15,2024-04-08,Not Started,45.58
400,400,Increase customer satisfaction score by 10% within the next 6 months.,2023-07-08,2023-08-31,Not Started,11.71
401,401,Complete the new feature development by the end of Q2.,2023-09-08,2024-03-03,Completed,28.31
402,402,Increase customer satisfaction score by 10% within the next 6 months.,2023-10-28,2024-01-19,On Hold,41.73
403,403,Increase customer satisfaction score by 10% within the next 6 months.,2023-09-02,2023-12-24,On Hold,24.31
404,404,Increase customer satisfaction score by 10% within the next 6 months.,2023-09-29,2024-03-19,In Progress,50.51
405,405,Complete the new feature development by the end of Q2.,2023-12-14,2024-04-09,Completed,79.97
406,406,Achieve a 20% increase in sales in the next quarter.,2023-10-14,2024-03-18,In Progress,39.04
407,407,Complete the new feature development by the end of Q2.,2023-06-04,2023-08-20,In Progress,83.3
408,408,Achieve a 20% increase in sales in the next quarter.,2024-02-21,2024-05-10,In Progress,7.68
409,409,Achieve a 20% increase in sales in the next quarter.,2023-08-17,2023-08-25,On Hold,90.04
