FeedbackID,CompanyID,EmployeeID,ModuleName,FeedbackType,FeedbackText,FeedbackDate,Rating
292,1,31,Payroll,Bug,Leave management approval workflow is confusing.,2023-11-17,4.0
293,1,29,Payroll,Suggestion for improvement,There is a bug in the leave management approval process.,2024-03-27,3.0
294,1,37,Payroll,Suggestion for improvement,Suggestion: Improve the load time for payroll reports.,2024-05-14,5.0
295,1,23,Performance Review,Suggestion for improvement,Suggestion: Include an option to export payroll data as CSV.,2023-10-01,3.0
296,1,6,Leave Management,Bug,Performance review module should allow adding attachments.,2023-11-19,2.0
297,1,4,Leave Management,Bug,The application crashes when I try to submit payroll.,2024-02-05,2.0
298,1,22,Leave Management,Suggestion for improvement,Suggestion: Add a feature to customize payroll notifications.,2023-10-31,5.0
299,1,48,Leave Management,Suggestion for improvement,Suggestion: Improve the search functionality in performance reviews.,2023-09-16,3.0
300,1,12,Leave Management,Bug,Suggestion: Add a feature to customize payroll notifications.,2024-02-18,1.0
301,2,81,Payroll,Bug,Leave status appeal process needs improvement.,2024-04-15,5.0
302,2,91,Payroll,Bug,Bug: Error message displayed when submitting payroll.,2024-04-24,5.0
303,2,83,Performance Review,Suggestion for improvement,Bug: Unable to appeal leave status change.,2024-01-10,3.0
304,2,54,Payroll,Bug,Bug: Error message displayed when submitting payroll.,2023-10-13,5.0
305,2,96,Performance Review,Bug,Bug: Dates are not being saved correctly in the leave management module.,2024-05-13,3.0
306,2,77,Leave Management,Suggestion for improvement,Bug: Dates are not being saved correctly in the leave management module.,2024-01-15,3.0
307,2,66,Payroll,Suggestion for improvement,There is a glitch in the payroll calculation.,2023-06-24,5.0
308,2,91,Performance Review,Bug,The application crashes when I try to submit payroll.,2023-07-01,5.0
309,2,55,Payroll,Bug,Leave submission page takes too long to load.,2024-02-23,3.0
310,2,69,Performance Review,Suggestion for improvement,Bug: Dates are not being saved correctly in the leave management module.,2023-06-22,4.0
311,2,90,Leave Management,Suggestion for improvement,Bug: Dates are not being saved correctly in the leave management module.,2023-06-03,5.0
312,2,83,Leave Management,Suggestion for improvement,Suggestion: Allow bulk approval of leave requests.,2023-10-19,3.0
313,2,92,Leave Management,Bug,The payroll module could use a better summary report feature.,2023-12-03,4.0
314,2,55,Leave Management,Suggestion for improvement,Performance review module should allow adding attachments.,2023-11-08,1.0
315,2,83,Performance Review,Suggestion for improvement,I found a bug when trying to delete a leave submission.,2023-11-22,3.0
316,2,55,Leave Management,Bug,The payroll module could use a better summary report feature.,2023-12-26,3.0
317,2,70,Performance Review,Bug,The payroll module could use a better summary report feature.,2024-01-29,3.0
318,2,97,Payroll,Bug,Suggestion: Make the review submission process more intuitive.,2023-10-30,3.0
319,2,54,Leave Management,Suggestion for improvement,Suggestion: Improve the search functionality in performance reviews.,2023-10-10,2.0
320,2,61,Performance Review,Bug,Suggestion: Include a dashboard for quick performance metrics.,2024-05-18,3.0
321,2,78,Payroll,Bug,There is a bug in the leave management approval process.,2023-09-02,1.0
322,2,58,Leave Management,Bug,Bug: Error message displayed when submitting payroll.,2024-03-04,3.0
323,2,87,Leave Management,Bug,The payroll module does not update employee details correctly.,2023-11-01,5.0
324,2,53,Payroll,Bug,Suggestion: Provide more detailed error messages.,2023-10-06,2.0
325,2,92,Payroll,Suggestion for improvement,The payroll module does not update employee details correctly.,2023-06-23,2.0
326,2,72,Performance Review,Suggestion for improvement,Suggestion: Provide more detailed error messages.,2024-04-04,4.0
327,2,96,Payroll,Bug,The payroll module does not update employee details correctly.,2024-02-06,4.0
328,2,61,Payroll,Suggestion for improvement,Leave management does not show accurate leave balance.,2024-04-18,3.0
329,2,62,Payroll,Suggestion for improvement,Suggestion: Include an option to export payroll data as CSV.,2023-11-09,4.0
330,2,88,Leave Management,Bug,The application crashes when I try to submit payroll.,2024-01-28,2.0
331,2,63,Leave Management,Bug,The payroll module does not update employee details correctly.,2023-07-13,1.0
332,2,60,Payroll,Suggestion for improvement,The performance review module is missing some key functionalities.,2023-10-21,3.0
333,2,56,Payroll,Suggestion for improvement,Suggestion: Include an option to export payroll data as CSV.,2023-08-13,4.0
334,2,93,Performance Review,Suggestion for improvement,Suggestion: Make the review submission process more intuitive.,2023-06-16,5.0
335,2,59,Leave Management,Bug,The interface for submitting leave is not user-friendly.,2024-05-04,1.0
336,2,67,Leave Management,Bug,Leave management does not show accurate leave balance.,2023-08-17,3.0
337,2,62,Payroll,Bug,Bug: Error message displayed when submitting payroll.,2023-07-23,1.0
338,2,94,Leave Management,Suggestion for improvement,Bug: Unable to appeal leave status change.,2023-08-10,5.0
339,2,80,Leave Management,Suggestion for improvement,Bug: Dates are not being saved correctly in the leave management module.,2023-10-13,4.0
340,2,76,Payroll,Bug,The payroll module could use a better summary report feature.,2023-12-13,1.0
341,2,70,Payroll,Suggestion for improvement,Leave submission page takes too long to load.,2023-07-25,5.0
342,2,58,Payroll,Suggestion for improvement,The application crashes when I try to submit payroll.,2024-05-18,2.0
343,2,60,Leave Management,Bug,Bug: Error message displayed when submitting payroll.,2024-05-16,3.0
344,2,72,Leave Management,Suggestion for improvement,The application crashes when I try to submit payroll.,2023-07-23,3.0
345,2,94,Leave Management,Bug,The system logs me out unexpectedly while working on performance reviews.,2023-10-23,2.0
346,2,65,Payroll,Bug,Suggestion: Allow bulk approval of leave requests.,2024-01-29,3.0
347,2,73,Payroll,Suggestion for improvement,Suggestion: Improve the load time for payroll reports.,2024-04-09,3.0
348,2,64,Performance Review,Suggestion for improvement,Suggestion: Add a feature to customize payroll notifications.,2023-11-24,2.0
349,2,89,Leave Management,Suggestion for improvement,Leave management does not show accurate leave balance.,2024-04-23,5.0
350,2,81,Leave Management,Suggestion for improvement,The payroll module does not update employee details correctly.,2023-09-24,4.0
351,2,53,Leave Management,Bug,Suggestion: Provide more detailed error messages.,2023-11-25,2.0
352,2,95,Leave Management,Bug,It would be great if we could have more filtering options in the performance review module.,2023-11-26,4.0
353,2,91,Payroll,Bug,Suggestion: Allow bulk approval of leave requests.,2024-01-26,3.0
354,2,70,Performance Review,Suggestion for improvement,There is a glitch in the payroll calculation.,2023-08-12,5.0
355,2,91,Leave Management,Bug,Suggestion: Allow bulk approval of leave requests.,2024-01-04,5.0
356,2,96,Leave Management,Suggestion for improvement,The performance review module is missing some key functionalities.,2023-08-18,3.0
357,2,67,Performance Review,Bug,The payroll module does not update employee details correctly.,2023-09-30,2.0
358,2,61,Performance Review,Bug,The application crashes when I try to submit payroll.,2024-05-09,2.0
359,2,52,Leave Management,Bug,Bug: Unable to appeal leave status change.,2024-04-16,2.0
360,2,77,Leave Management,Suggestion for improvement,Suggestion: Make the review submission process more intuitive.,2024-03-19,1.0
361,2,52,Performance Review,Suggestion for improvement,It would be great if we could have more filtering options in the performance review module.,2023-06-13,3.0
362,2,89,Leave Management,Suggestion for improvement,I found a bug when trying to delete a leave submission.,2023-07-23,3.0
363,2,52,Payroll,Suggestion for improvement,Suggestion: Provide more detailed error messages.,2023-08-31,3.0
364,2,56,Performance Review,Suggestion for improvement,Leave status appeal process needs improvement.,2024-03-06,3.0
365,2,95,Leave Management,Suggestion for improvement,Suggestion: Improve the load time for payroll reports.,2024-03-27,3.0
366,2,66,Performance Review,Suggestion for improvement,The system logs me out unexpectedly while working on performance reviews.,2023-12-26,2.0
367,2,78,Leave Management,Bug,Leave submission page takes too long to load.,2024-02-12,1.0
368,2,87,Payroll,Bug,Leave management does not show accurate leave balance.,2024-03-15,5.0
369,2,87,Payroll,Bug,Suggestion: Provide more detailed error messages.,2023-06-24,3.0
370,2,88,Leave Management,Suggestion for improvement,The payroll module could use a better summary report feature.,2023-07-01,5.0
371,2,70,Payroll,Bug,Suggestion: Improve the search functionality in performance reviews.,2024-04-06,1.0
372,2,96,Payroll,Suggestion for improvement,The application crashes when I try to submit payroll.,2023-06-15,3.0
373,2,62,Leave Management,Suggestion for improvement,Leave management approval workflow is confusing.,2023-08-20,3.0
374,2,78,Performance Review,Suggestion for improvement,Suggestion: Improve the search functionality in performance reviews.,2023-06-15,4.0
375,2,66,Performance Review,Bug,I encountered an issue while starting a new performance review.,2023-06-06,4.0
376,2,81,Payroll,Suggestion for improvement,The application crashes when I try to submit payroll.,2024-03-28,3.0
377,2,64,Leave Management,Bug,I found a bug when trying to delete a leave submission.,2023-09-27,1.0
378,2,100,Leave Management,Suggestion for improvement,Leave management does not show accurate leave balance.,2023-07-28,3.0
379,2,74,Performance Review,Bug,Suggestion: Provide more detailed error messages.,2023-07-24,4.0
380,2,94,Performance Review,Bug,Suggestion: Include a dashboard for quick performance metrics.,2024-01-21,1.0
381,2,67,Performance Review,Suggestion for improvement,The interface for submitting leave is not user-friendly.,2024-05-11,3.0
382,2,73,Payroll,Suggestion for improvement,Bug: Dates are not being saved correctly in the leave management module.,2023-11-28,3.0
383,2,99,Leave Management,Bug,Suggestion: Improve the load time for payroll reports.,2024-04-17,1.0
384,2,97,Performance Review,Bug,The performance review module is missing some key functionalities.,2023-11-27,3.0
385,2,52,Leave Management,Suggestion for improvement,Leave management does not show accurate leave balance.,2023-12-22,5.0
386,2,96,Leave Management,Bug,Suggestion: Allow bulk approval of leave requests.,2024-01-29,3.0
387,2,95,Payroll,Bug,Leave status appeal process needs improvement.,2024-03-14,5.0
388,2,63,Leave Management,Bug,Suggestion: Make the review submission process more intuitive.,2024-02-26,1.0
389,2,86,Payroll,Bug,Suggestion: Add a feature to customize payroll notifications.,2024-05-19,4.0
390,2,95,Payroll,Suggestion for improvement,Performance review module should allow adding attachments.,2024-02-22,5.0
391,2,75,Leave Management,Bug,Leave submission page takes too long to load.,2024-04-19,3.0
392,2,83,Performance Review,Suggestion for improvement,Unable to start a new performance review for an employee.,2023-08-13,3.0
393,2,72,Leave Management,Bug,Suggestion: Improve the search functionality in performance reviews.,2023-12-09,3.0
394,2,66,Payroll,Bug,It would be great if we could have more filtering options in the performance review module.,2023-12-31,1.0
395,2,72,Leave Management,Bug,The payroll module does not update employee details correctly.,2024-03-21,3.0
396,2,69,Leave Management,Suggestion for improvement,I found a bug when trying to delete a leave submission.,2023-11-20,3.0
397,2,97,Performance Review,Bug,Performance review module should allow adding attachments.,2024-03-09,1.0
398,2,86,Performance Review,Suggestion for improvement,Leave status appeal process needs improvement.,2023-10-17,3.0
399,2,64,Leave Management,Bug,There is a bug in the leave management approval process.,2023-12-27,2.0
400,2,100,Performance Review,Bug,The payroll module does not update employee details correctly.,2024-03-30,1.0
